Product_ID,SKU,Product_Name,Product_Type,Color,Size,Dimention,Category,Description,Tags,Base_Price,Quantity,Discount_Type,Discount_Value,Discount_Start_Date,Discount_End_Date,Special_Offer_Code,Special_Discount_Type,Special_Discount_Value,Special_Discount_Start,Special_Discount_End
PRD-FWOOA ---ULTRA-VERSATILE-DOOB-BEAN-BAG-WITH-ARMREST,FWOOA----ULTRA-VERSATILE-DOOB-BEAN-BAG-WITH-ARMREST-LIGHT-GREY,FWOOA - ULTRA VERSATILE DOOB BEAN BAG WITH ARMREST LIGHT GREY,single,Light Grey,,"Physical, Mental, Social",Home & Living,"The fwooa bean bag combines doob’s love for versatile designs, with a comfy and stretch fabric, and a curvy aesthetic. Sitting on the fwooa will make you go “FWOOA” as you recline in comfort and the fwooarmrest lets you use whatever device you fancy while you alleviate any wrist or forearm strain.

• Super versatile
• Stretchy and strong STREXX™ cover
• Use fwooarmrest on bed or sofa, as an armrest or even a maternity pillow
• Removable outer cover
• Filled with smoovflux™ fine pellets for a smoother experience
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Machine wash in cold water. Wash separately. Line dry.",,329,99,,,,,,,,,
PRD-FWOOA ---ULTRA-VERSATILE-DOOB-BEAN-BAG-WITH-ARMREST,FWOOA----ULTRA-VERSATILE-DOOB-BEAN-BAG-WITH-ARMREST-DUSTY-PINK,FWOOA - ULTRA VERSATILE DOOB BEAN BAG WITH ARMREST DUSTY PINK,single,Dusty Pink,,"Physical, Mental, Social",Home & Living,"The fwooa bean bag combines doob’s love for versatile designs, with a comfy and stretch fabric, and a curvy aesthetic. Sitting on the fwooa will make you go “FWOOA” as you recline in comfort and the fwooarmrest lets you use whatever device you fancy while you alleviate any wrist or forearm strain.

• Super versatile
• Stretchy and strong STREXX™ cover
• Use fwooarmrest on bed or sofa, as an armrest or even a maternity pillow
• Removable outer cover
• Filled with smoovflux™ fine pellets for a smoother experience
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Machine wash in cold water. Wash separately. Line dry.",,329,99,,,,,,,,,
PRD-FWOOA ---ULTRA-VERSATILE-DOOB-BEAN-BAG-WITH-ARMREST,FWOOA----ULTRA-VERSATILE-DOOB-BEAN-BAG-WITH-ARMREST-HEATHER-GREY,FWOOA - ULTRA VERSATILE DOOB BEAN BAG WITH ARMREST HEATHER GREY,single,Heather Grey,,"Physical, Mental, Social",Home & Living,"The fwooa bean bag combines doob’s love for versatile designs, with a comfy and stretch fabric, and a curvy aesthetic. Sitting on the fwooa will make you go “FWOOA” as you recline in comfort and the fwooarmrest lets you use whatever device you fancy while you alleviate any wrist or forearm strain.

• Super versatile
• Stretchy and strong STREXX™ cover
• Use fwooarmrest on bed or sofa, as an armrest or even a maternity pillow
• Removable outer cover
• Filled with smoovflux™ fine pellets for a smoother experience
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Machine wash in cold water. Wash separately. Line dry.",,329,99,,,,,,,,,
PRD-FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST,FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST-GRAPHITE-GREY,FWOOARMREST – VERSATILE SPANDEX DOOB BEAN BAG ARMREST GRAPHITE GREY,single,Graphite Grey,,"Physical, Mental, Social",Home & Living,"The fwooarmrest is an ergonomic bean bag that makes living better all around. Use it as a body pillow, a headrest, an armrest, or a maternity pillow. Great for using mobile devices to reduce wrist and forearm strain.

Use it with any doob bean bag, or on a (ugh) sofa or bed.

• Super versatile
• Use on bed and sofa as well as doob bean bags
• Strong and stretchy STREXX™ cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Machine wash in cold water. Wash separately. Line dry.",,129,99,,,,,,,,,
PRD-FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST,FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST-CHARCOAL-BLACK,FWOOARMREST – VERSATILE SPANDEX DOOB BEAN BAG ARMREST CHARCOAL BLACK,single,Charcoal Black,,"Physical, Mental, Social",Home & Living,"The fwooarmrest is an ergonomic bean bag that makes living better all around. Use it as a body pillow, a headrest, an armrest, or a maternity pillow. Great for using mobile devices to reduce wrist and forearm strain.

Use it with any doob bean bag, or on a (ugh) sofa or bed.

• Super versatile
• Use on bed and sofa as well as doob bean bags
• Strong and stretchy STREXX™ cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Machine wash in cold water. Wash separately. Line dry.",,129,99,,,,,,,,,
PRD-FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST,FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST-LIGHT-GREY,FWOOARMREST – VERSATILE SPANDEX DOOB BEAN BAG ARMREST LIGHT GREY,single,Light Grey,,"Physical, Mental, Social",Home & Living,"The fwooarmrest is an ergonomic bean bag that makes living better all around. Use it as a body pillow, a headrest, an armrest, or a maternity pillow. Great for using mobile devices to reduce wrist and forearm strain.

Use it with any doob bean bag, or on a (ugh) sofa or bed.

• Super versatile
• Use on bed and sofa as well as doob bean bags
• Strong and stretchy STREXX™ cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Machine wash in cold water. Wash separately. Line dry.",,129,99,,,,,,,,,
PRD-FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST,FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST-DUSTY-PINK,FWOOARMREST – VERSATILE SPANDEX DOOB BEAN BAG ARMREST DUSTY PINK,single,Dusty Pink,,"Physical, Mental, Social",Home & Living,"The fwooarmrest is an ergonomic bean bag that makes living better all around. Use it as a body pillow, a headrest, an armrest, or a maternity pillow. Great for using mobile devices to reduce wrist and forearm strain.

Use it with any doob bean bag, or on a (ugh) sofa or bed.

• Super versatile
• Use on bed and sofa as well as doob bean bags
• Strong and stretchy STREXX™ cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Machine wash in cold water. Wash separately. Line dry.",,129,99,,,,,,,,,
PRD-FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST,FWOOARMREST-–-VERSATILE-SPANDEX-DOOB-BEAN-BAG-ARMREST-HEATHER-GREY,FWOOARMREST – VERSATILE SPANDEX DOOB BEAN BAG ARMREST HEATHER GREY,single,Heather Grey,,"Physical, Mental, Social",Home & Living,"The fwooarmrest is an ergonomic bean bag that makes living better all around. Use it as a body pillow, a headrest, an armrest, or a maternity pillow. Great for using mobile devices to reduce wrist and forearm strain.

Use it with any doob bean bag, or on a (ugh) sofa or bed.

• Super versatile
• Use on bed and sofa as well as doob bean bags
• Strong and stretchy STREXX™ cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Machine wash in cold water. Wash separately. Line dry.",,129,99,,,,,,,,,
PRD-FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER,FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER-POMEGRANATE,FWOOMP - SPANDEX DOOB BEAN BAG LOUNGER POMEGRANATE,single,Pomegranate,,"Physical, Mental, Social",Home & Living,"The all new fwoomp bean bag in a fusion of fabrics - a stretchy seating area, contained by a durable frame that creates a one-of-a-kind seating experience. Under the fwoompy hood is an elastic and durable inner bag - the famous dooble™ layer - which means your doob bean bag is more durable, safer, and easier to clean. The filled option comes with smoovflux™, which makes the fwoomp smoother to the touch.  

• Stretchy STREXX™ fabric seat for greater comfort
• Durable DRYXX™ fabric frame for support
• Removable outer cover
• Filled with smoovflux™ fine pellets for a smoother experience
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: DRYXX™ (polyester and polyurethane composite) and STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Hand wash or rinse. DRYXX portion can be wiped with damp cloth.",,299,99,,,,,,,,,
PRD-FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER,FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER-PERSIMMON,FWOOMP - SPANDEX DOOB BEAN BAG LOUNGER PERSIMMON,single,Persimmon,,"Physical, Mental, Social",Home & Living,"The all new fwoomp bean bag in a fusion of fabrics - a stretchy seating area, contained by a durable frame that creates a one-of-a-kind seating experience. Under the fwoompy hood is an elastic and durable inner bag - the famous dooble™ layer - which means your doob bean bag is more durable, safer, and easier to clean. The filled option comes with smoovflux™, which makes the fwoomp smoother to the touch.  

• Stretchy STREXX™ fabric seat for greater comfort
• Durable DRYXX™ fabric frame for support
• Removable outer cover
• Filled with smoovflux™ fine pellets for a smoother experience
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: DRYXX™ (polyester and polyurethane composite) and STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Hand wash or rinse. DRYXX portion can be wiped with damp cloth.",,299,99,,,,,,,,,
PRD-FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER,FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER-ELDERBERRY,FWOOMP - SPANDEX DOOB BEAN BAG LOUNGER ELDERBERRY,single,Elderberry,,"Physical, Mental, Social",Home & Living,"The all new fwoomp bean bag in a fusion of fabrics - a stretchy seating area, contained by a durable frame that creates a one-of-a-kind seating experience. Under the fwoompy hood is an elastic and durable inner bag - the famous dooble™ layer - which means your doob bean bag is more durable, safer, and easier to clean. The filled option comes with smoovflux™, which makes the fwoomp smoother to the touch.  

• Stretchy STREXX™ fabric seat for greater comfort
• Durable DRYXX™ fabric frame for support
• Removable outer cover
• Filled with smoovflux™ fine pellets for a smoother experience
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: DRYXX™ (polyester and polyurethane composite) and STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Hand wash or rinse. DRYXX portion can be wiped with damp cloth.",,299,99,,,,,,,,,
PRD-FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER,FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER-EARL-GREY,FWOOMP - SPANDEX DOOB BEAN BAG LOUNGER EARL GREY,single,Earl Grey,,"Physical, Mental, Social",Home & Living,"The all new fwoomp bean bag in a fusion of fabrics - a stretchy seating area, contained by a durable frame that creates a one-of-a-kind seating experience. Under the fwoompy hood is an elastic and durable inner bag - the famous dooble™ layer - which means your doob bean bag is more durable, safer, and easier to clean. The filled option comes with smoovflux™, which makes the fwoomp smoother to the touch.  

• Stretchy STREXX™ fabric seat for greater comfort
• Durable DRYXX™ fabric frame for support
• Removable outer cover
• Filled with smoovflux™ fine pellets for a smoother experience
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: DRYXX™ (polyester and polyurethane composite) and STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Hand wash or rinse. DRYXX portion can be wiped with damp cloth.",,299,99,,,,,,,,,
PRD-FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER,FWOOMP---SPANDEX-DOOB-BEAN-BAG-LOUNGER-HUMMUS,FWOOMP - SPANDEX DOOB BEAN BAG LOUNGER HUMMUS,single,Hummus,,"Physical, Mental, Social",Home & Living,"The all new fwoomp bean bag in a fusion of fabrics - a stretchy seating area, contained by a durable frame that creates a one-of-a-kind seating experience. Under the fwoompy hood is an elastic and durable inner bag - the famous dooble™ layer - which means your doob bean bag is more durable, safer, and easier to clean. The filled option comes with smoovflux™, which makes the fwoomp smoother to the touch.  

• Stretchy STREXX™ fabric seat for greater comfort
• Durable DRYXX™ fabric frame for support
• Removable outer cover
• Filled with smoovflux™ fine pellets for a smoother experience
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: DRYXX™ (polyester and polyurethane composite) and STREXX™(polyester, spandex blend) cover; Spandex inner bag
Cleaning: Hand wash or rinse. DRYXX portion can be wiped with damp cloth.",,299,99,,,,,,,,,
PRD-PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER,PLATOOPAT---DUMPLING-SHAPED-DOOB-BEAN-BAG-LOUNGER-COLA-APPLE,PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER COLA APPLE,single,Cola Apple,,"Physical, Mental, Social",Home & Living,"Half DRYXX™. Half synthetic leather. All dumpling bean bag lounger. Sit on either side, or down the middle, or even upright.

• Water-repellent cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: Water-repellent DRYXX™ (polyester and polyurethane composite) and synthetic leather cover; Sturdy fabric inner bag
Cleaning: Hand wash, rinse, or wipe with damp cloth",,249,99,,,,,,,,,
PRD-PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER,PLATOOPAT---DUMPLING-SHAPED-DOOB-BEAN-BAG-LOUNGER-COLA-APRICOT,PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER COLA APRICOT,single,Cola Apricot,,"Physical, Mental, Social",Home & Living,"Half DRYXX™. Half synthetic leather. All dumpling bean bag lounger. Sit on either side, or down the middle, or even upright.

• Water-repellent cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: Water-repellent DRYXX™ (polyester and polyurethane composite) and synthetic leather cover; Sturdy fabric inner bag
Cleaning: Hand wash, rinse, or wipe with damp cloth",,249,99,,,,,,,,,
PRD-PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER,PLATOOPAT---DUMPLING-SHAPED-DOOB-BEAN-BAG-LOUNGER-COLA-ASH,PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER COLA ASH,single,Cola Ash,,"Physical, Mental, Social",Home & Living,"Half DRYXX™. Half synthetic leather. All dumpling bean bag lounger. Sit on either side, or down the middle, or even upright.

• Water-repellent cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: Water-repellent DRYXX™ (polyester and polyurethane composite) and synthetic leather cover; Sturdy fabric inner bag
Cleaning: Hand wash, rinse, or wipe with damp cloth",,249,99,,,,,,,,,
PRD-PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER,PLATOOPAT---DUMPLING-SHAPED-DOOB-BEAN-BAG-LOUNGER-COLA-CARIBBEAN,PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER COLA CARIBBEAN,single,Cola Caribbean,,"Physical, Mental, Social",Home & Living,"Half DRYXX™. Half synthetic leather. All dumpling bean bag lounger. Sit on either side, or down the middle, or even upright.

• Water-repellent cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: Water-repellent DRYXX™ (polyester and polyurethane composite) and synthetic leather cover; Sturdy fabric inner bag
Cleaning: Hand wash, rinse, or wipe with damp cloth",,249,99,,,,,,,,,
PRD-PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER,PLATOOPAT---DUMPLING-SHAPED-DOOB-BEAN-BAG-LOUNGER-COLA-CANDY,PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER COLA CANDY,single,Cola Candy,,"Physical, Mental, Social",Home & Living,"Half DRYXX™. Half synthetic leather. All dumpling bean bag lounger. Sit on either side, or down the middle, or even upright.

• Water-repellent cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: Water-repellent DRYXX™ (polyester and polyurethane composite) and synthetic leather cover; Sturdy fabric inner bag
Cleaning: Hand wash, rinse, or wipe with damp cloth",,249,99,,,,,,,,,
PRD-PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER,PLATOOPAT---DUMPLING-SHAPED-DOOB-BEAN-BAG-LOUNGER-COLA-CHILI,PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER COLA CHILI,single,Cola Chili,,"Physical, Mental, Social",Home & Living,"Half DRYXX™. Half synthetic leather. All dumpling bean bag lounger. Sit on either side, or down the middle, or even upright.

• Water-repellent cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: Water-repellent DRYXX™ (polyester and polyurethane composite) and synthetic leather cover; Sturdy fabric inner bag
Cleaning: Hand wash, rinse, or wipe with damp cloth",,249,99,,,,,,,,,
PRD-PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER,PLATOOPAT---DUMPLING-SHAPED-DOOB-BEAN-BAG-LOUNGER-COLA-JET,PLATOOPAT - DUMPLING-SHAPED DOOB BEAN BAG LOUNGER COLA JET,single,Cola Jet,,"Physical, Mental, Social",Home & Living,"Half DRYXX™. Half synthetic leather. All dumpling bean bag lounger. Sit on either side, or down the middle, or even upright.

• Water-repellent cover
• Removable cover
• Child-safe zip for inner bag
• Protected by Speco®
• Made in Singapore

Material: Water-repellent DRYXX™ (polyester and polyurethane composite) and synthetic leather cover; Sturdy fabric inner bag
Cleaning: Hand wash, rinse, or wipe with damp cloth",,249,99,,,,,,,,,
